,links
0,/search?sca_esv=594752233&q=site:nl.linkedin.com/in/+Statistics+and+Data+Science+open+to+work&tbm=isch&source=univ&fir=RoJg8_x4eIGjiM%252CRvVzI8Tzyrs6nM%252C_%253BNC-xbpssXVxCMM%252CmpVosGgfmuQB3M%252C_%253Btba0vBYjUi1EBM%252CPbgdhcdzn5950M%252C_%253BSD1peFtppFrfdM%252ClFxOLzmtYOeCOM%252C_%253BN8x_dDG2yLSwuM%252Cy1Hv5CL2DEELAM%252C_%253B07p6woGPmWiwnM%252C52FSCks1AIT_2M%252C_%253B8GM6S4Rr5napNM%252CJlxaKlrDH6o4HM%252C_%253BG6h5taS2XZ6aNM%252C4TGSI6R_3pII_M%252C_%253BSBK0-7-o1pmU2M%252Cmkn1H8bjLHqEzM%252C_%253BBUYCLnSZpJbWZM%252Cy8Bl-H_Si05bpM%252C_&usg=AI4_-kTRXDV7hcIc5S78KP0v72AkONlinw&sa=X&ved=2ahUKEwjSlO678rmDAxW-PRAIHeZNAqEQjJkEegQIGxAC
1,https://nl.linkedin.com/in/andrei-barcaru-1138b529/en
6,https://nl.linkedin.com/in/konstantinoskarras23?trk=public_profile_samename-profile
